user_id,signup_date,city,acquisition_source,device_type
4737,03-03-2025,Pune,Facebook,Android
4738,28-11-2025,Chennai,Google Ads,Android
4739,19-06-2025,Chennai,Organic Search,Android
4740,26-09-2025,Bengaluru,Organic Search,Android
4741,24-09-2025,Hyderabad,Instagram,Android
4742,23-02-2025,Hyderabad,Instagram,Android
4743,16-01-2025,Mumbai,Instagram,Android
4744,08-01-2025,Bengaluru,Facebook,Android
4745,14-04-2025,Chennai,Google Ads,Android
4746,28-02-2025,Hyderabad,Referral,Android
4747,09-11-2025,Delhi,Google Ads,iOS
4748,09-02-2025,Delhi,Facebook,Android
4749,25-08-2025,Delhi,Referral,Android
4750,04-04-2025,Chennai,Google Ads,Android
4751,10-08-2025,Chennai,Google Ads,Android
4752,23-07-2025,Mumbai,Instagram,Android
4753,18-05-2025,Mumbai,Google Ads,iOS
4754,27-10-2025,Mumbai,Google Ads,Android
4755,26-07-2025,Pune,Google Ads,Android
4756,02-12-2025,Delhi,Organic Search,iOS
4757,22-03-2025,Chennai,Organic Search,Android
4758,06-08-2025,Delhi,Organic Search,Android
4759,02-01-2025,Mumbai,Google Ads,Android
4760,27-06-2025,Chennai,Referral,Android
4761,12-12-2025,Bengaluru,Google Ads,Android
4762,06-10-2025,Hyderabad,Instagram,Android
4763,26-05-2025,Hyderabad,Google Ads,Android
4764,14-11-2025,Mumbai,Instagram,Android
4765,12-08-2025,Delhi,Google Ads,iOS
4766,03-03-2025,Bengaluru,Google Ads,Android
4767,21-10-2025,Chennai,Organic Search,Android
4768,27-08-2025,Delhi,Google Ads,Android
4769,14-07-2025,Mumbai,Organic Search,Android
4770,15-06-2025,Delhi,Instagram,Android
4771,10-08-2025,Mumbai,Instagram,Android
4772,02-03-2025,Pune,Google Ads,Android
4773,09-05-2025,Hyderabad,Facebook,Android
4774,22-06-2025,Hyderabad,Instagram,iOS
4775,05-06-2025,Delhi,Instagram,Android
4776,20-04-2025,Bengaluru,Google Ads,iOS
4777,26-09-2025,Chennai,Google Ads,iOS
4778,22-12-2025,Mumbai,Referral,Android
4779,05-10-2025,Chennai,Google Ads,Android
4780,15-03-2025,Hyderabad,Instagram,Android
4781,26-07-2025,Bengaluru,Organic Search,Android
4782,06-10-2025,Bengaluru,Instagram,Android
4783,22-11-2025,Chennai,Referral,Android
4784,06-12-2025,Hyderabad,Referral,Android
4785,23-12-2025,Chennai,Organic Search,Android
4786,06-12-2025,Delhi,Google Ads,iOS
4787,23-07-2025,Bengaluru,Facebook,Android
4788,10-06-2025,Bengaluru,Google Ads,Android
4789,28-01-2025,Delhi,Facebook,Android
4790,14-09-2025,Hyderabad,Google Ads,iOS
4791,14-06-2025,Bengaluru,Google Ads,Android
4792,04-03-2025,Pune,Organic Search,iOS
4793,22-01-2025,Pune,Instagram,iOS
4794,11-03-2025,Pune,Organic Search,iOS
4795,06-04-2025,Mumbai,Organic Search,Android
4796,12-06-2025,Mumbai,Google Ads,Android
4797,20-03-2025,Hyderabad,Google Ads,Android
4798,05-01-2025,Delhi,Google Ads,Android
4799,12-11-2025,Chennai,Organic Search,Android
4800,30-04-2025,Hyderabad,Instagram,Android
4801,29-10-2025,Chennai,Facebook,Android
4802,27-06-2025,Hyderabad,Facebook,Android
4803,25-06-2025,Mumbai,Organic Search,Android
4804,05-08-2025,Pune,Referral,Android
4805,25-02-2025,Delhi,Facebook,Android
4806,06-07-2025,Mumbai,Instagram,Android
4807,20-08-2025,Delhi,Google Ads,Android
4808,12-09-2025,Chennai,Instagram,Android
4809,14-04-2025,Hyderabad,Organic Search,iOS
4810,18-03-2025,Bengaluru,Referral,iOS
4811,18-08-2025,Bengaluru,Referral,Android
4812,15-09-2025,Delhi,Facebook,Android
4813,21-09-2025,Pune,Google Ads,Android
4814,27-11-2025,Pune,Instagram,Android
4815,01-07-2025,Delhi,Google Ads,Android
4816,13-09-2025,Mumbai,Instagram,Android
4817,07-02-2025,Bengaluru,Referral,Android
4818,25-06-2025,Mumbai,Instagram,Android
4819,27-01-2025,Chennai,Referral,iOS
4820,03-10-2025,Bengaluru,Facebook,Android
4821,20-05-2025,Chennai,Google Ads,iOS
4822,26-10-2025,Hyderabad,Instagram,Android
4823,14-10-2025,Mumbai,Google Ads,Android
4824,01-04-2025,Delhi,Google Ads,Android
4825,02-03-2025,Bengaluru,Referral,Android
4826,31-12-2025,Mumbai,Instagram,iOS
4827,13-12-2025,Delhi,Organic Search,iOS
4828,12-06-2025,Hyderabad,Referral,Android
4829,17-12-2025,Bengaluru,Instagram,Android
4830,23-05-2025,Chennai,Referral,Android
4831,10-09-2025,Hyderabad,Facebook,Android
4832,26-09-2025,Pune,Referral,Android
4833,18-10-2025,Delhi,Instagram,Android
4834,06-07-2025,Bengaluru,Instagram,iOS
4835,31-10-2025,Bengaluru,Instagram,Android
4836,18-10-2025,Hyderabad,Google Ads,Android
4837,27-03-2025,Bengaluru,Referral,iOS
4838,15-06-2025,Delhi,Referral,Android
4839,24-04-2025,Hyderabad,Organic Search,Android
4840,22-12-2025,Chennai,Instagram,Android
4841,02-07-2025,Hyderabad,Instagram,Android
4842,26-07-2025,Hyderabad,Facebook,iOS
4843,13-09-2025,Chennai,Instagram,iOS
4844,23-08-2025,Pune,Google Ads,Android
4845,21-12-2025,Delhi,Google Ads,Android
4846,03-01-2025,Pune,Instagram,Android
4847,27-07-2025,Pune,Facebook,Android
4848,16-07-2025,Pune,Google Ads,iOS
4849,07-12-2025,Mumbai,Facebook,iOS
4850,05-05-2025,Pune,Organic Search,Android
4851,18-05-2025,Mumbai,Instagram,iOS
4852,05-12-2025,Chennai,Organic Search,Android
4853,25-01-2025,Delhi,Google Ads,Android
4854,09-03-2025,Pune,Organic Search,Android
4855,02-03-2025,Bengaluru,Instagram,iOS
4856,29-01-2025,Chennai,Facebook,Android
4857,19-01-2025,Mumbai,Google Ads,iOS
4858,20-06-2025,Delhi,Referral,Android
4859,15-03-2025,Hyderabad,Facebook,Android
4860,02-03-2025,Delhi,Google Ads,Android
4861,02-06-2025,Delhi,Organic Search,iOS
4862,03-10-2025,Pune,Google Ads,Android
4863,17-02-2025,Pune,Instagram,iOS
4864,30-07-2025,Mumbai,Facebook,Android
4865,09-12-2025,Mumbai,Facebook,Android
4866,19-05-2025,Pune,Google Ads,iOS
4867,20-04-2025,Pune,Google Ads,Android
4868,02-07-2025,Bengaluru,Organic Search,iOS
4869,28-01-2025,Bengaluru,Referral,Android
4870,16-07-2025,Chennai,Instagram,Android
4871,10-07-2025,Pune,Instagram,Android
4872,11-11-2025,Hyderabad,Organic Search,iOS
4873,20-02-2025,Bengaluru,Referral,Android
4874,29-05-2025,Mumbai,Organic Search,Android
4875,25-09-2025,Delhi,Google Ads,Android
4876,19-02-2025,Chennai,Referral,Android
4877,03-09-2025,Bengaluru,Referral,Android
4878,23-04-2025,Delhi,Instagram,Android
4879,19-06-2025,Delhi,Facebook,iOS
4880,15-06-2025,Bengaluru,Facebook,Android
4881,14-01-2025,Hyderabad,Google Ads,Android
4882,22-07-2025,Hyderabad,Organic Search,iOS
4883,15-10-2025,Chennai,Organic Search,Android
4884,08-07-2025,Hyderabad,Organic Search,Android
4885,04-06-2025,Chennai,Organic Search,iOS
4886,24-02-2025,Mumbai,Google Ads,iOS
4887,01-07-2025,Bengaluru,Google Ads,Android
4888,29-07-2025,Delhi,Organic Search,Android
4889,16-03-2025,Chennai,Google Ads,Android
4890,04-10-2025,Hyderabad,Instagram,iOS
4891,13-05-2025,Chennai,Google Ads,Android
4892,09-12-2025,Pune,Instagram,iOS
4893,28-02-2025,Chennai,Facebook,Android
4894,11-12-2025,Hyderabad,Google Ads,Android
4895,01-07-2025,Pune,Instagram,Android
4896,05-12-2025,Pune,Organic Search,Android
4897,17-11-2025,Hyderabad,Referral,Android
4898,05-03-2025,Pune,Referral,iOS
4899,23-11-2025,Bengaluru,Facebook,iOS
4900,17-09-2025,Delhi,Organic Search,Android
4901,12-07-2025,Bengaluru,Referral,iOS
4902,23-05-2025,Bengaluru,Facebook,Android
4903,14-04-2025,Hyderabad,Organic Search,Android
4904,02-08-2025,Hyderabad,Instagram,iOS
4905,30-08-2025,Delhi,Organic Search,Android
4906,28-07-2025,Chennai,Google Ads,iOS
4907,03-04-2025,Bengaluru,Google Ads,iOS
4908,22-05-2025,Pune,Instagram,Android
4909,22-04-2025,Delhi,Google Ads,Android
4910,28-02-2025,Bengaluru,Facebook,Android
4911,12-02-2025,Chennai,Organic Search,iOS
4912,26-07-2025,Pune,Organic Search,Android
4913,25-09-2025,Bengaluru,Organic Search,Android
4914,23-10-2025,Mumbai,Google Ads,Android
4915,28-04-2025,Delhi,Organic Search,Android
4916,20-01-2025,Hyderabad,Google Ads,iOS
4917,10-08-2025,Bengaluru,Organic Search,Android
4918,15-06-2025,Pune,Instagram,iOS
4919,11-05-2025,Pune,Google Ads,Android
4920,05-06-2025,Delhi,Organic Search,Android
4921,03-07-2025,Delhi,Organic Search,Android
4922,31-03-2025,Pune,Facebook,iOS
4923,04-04-2025,Pune,Referral,Android
4924,13-01-2025,Pune,Instagram,Android
4925,18-11-2025,Bengaluru,Referral,Android
4926,20-10-2025,Pune,Facebook,Android
4927,18-08-2025,Hyderabad,Instagram,Android
4928,18-11-2025,Pune,Instagram,Android
4929,19-10-2025,Hyderabad,Instagram,Android
4930,26-01-2025,Bengaluru,Referral,Android
4931,16-03-2025,Delhi,Instagram,iOS
4932,30-12-2025,Hyderabad,Google Ads,Android
4933,26-10-2025,Bengaluru,Google Ads,Android
4934,30-05-2025,Pune,Facebook,Android
4935,28-05-2025,Bengaluru,Referral,Android
4936,08-01-2025,Pune,Facebook,Android
4937,29-01-2025,Bengaluru,Google Ads,Android
4938,23-10-2025,Delhi,Google Ads,Android
4939,28-07-2025,Hyderabad,Google Ads,Android
4940,08-05-2025,Delhi,Organic Search,Android
4941,06-12-2025,Mumbai,Google Ads,iOS
4942,26-04-2025,Pune,Instagram,iOS
4943,24-05-2025,Hyderabad,Referral,iOS
4944,14-11-2025,Delhi,Google Ads,Android
4945,23-08-2025,Hyderabad,Organic Search,Android
4946,07-01-2025,Mumbai,Google Ads,iOS
4947,14-02-2025,Chennai,Referral,Android
4948,27-08-2025,Pune,Instagram,Android
4949,04-06-2025,Pune,Google Ads,Android
4950,30-06-2025,Bengaluru,Google Ads,Android
4951,03-08-2025,Pune,Organic Search,iOS
4952,29-03-2025,Pune,Organic Search,iOS
4953,13-09-2025,Delhi,Google Ads,iOS
4954,14-03-2025,Pune,Organic Search,iOS
4955,28-06-2025,Pune,Facebook,Android
4956,31-07-2025,Mumbai,Organic Search,Android
4957,20-10-2025,Mumbai,Organic Search,Android
4958,22-08-2025,Hyderabad,Instagram,Android
4959,27-08-2025,Hyderabad,Referral,Android
4960,11-08-2025,Pune,Google Ads,Android
4961,29-04-2025,Pune,Instagram,iOS
4962,09-11-2025,Bengaluru,Instagram,Android
4963,21-09-2025,Hyderabad,Organic Search,Android
4964,26-07-2025,Delhi,Organic Search,Android
4965,05-04-2025,Pune,Referral,Android
4966,10-08-2025,Delhi,Organic Search,Android
4967,03-10-2025,Pune,Organic Search,iOS
4968,19-08-2025,Delhi,Instagram,Android
4969,05-11-2025,Chennai,Instagram,Android
4970,29-04-2025,Delhi,Instagram,Android
4971,25-09-2025,Hyderabad,Instagram,Android
4972,30-09-2025,Pune,Instagram,Android
4973,05-03-2025,Hyderabad,Google Ads,iOS
4974,25-10-2025,Delhi,Organic Search,iOS
4975,16-12-2025,Mumbai,Organic Search,Android
4976,11-01-2025,Mumbai,Facebook,Android
4977,08-04-2025,Mumbai,Organic Search,Android
4978,12-03-2025,Pune,Google Ads,Android
4979,30-12-2025,Bengaluru,Organic Search,Android
4980,27-02-2025,Chennai,Google Ads,Android
4981,17-10-2025,Delhi,Instagram,iOS
4982,08-09-2025,Bengaluru,Organic Search,Android
4983,03-10-2025,Mumbai,Google Ads,Android
4984,19-02-2025,Delhi,Google Ads,Android
4985,24-12-2025,Bengaluru,Google Ads,Android
4986,04-08-2025,Hyderabad,Facebook,Android
4987,21-02-2025,Mumbai,Organic Search,iOS
4988,28-09-2025,Bengaluru,Instagram,Android
4989,25-03-2025,Pune,Organic Search,Android
4990,20-10-2025,Hyderabad,Instagram,Android
4991,06-05-2025,Mumbai,Google Ads,Android
4992,23-10-2025,Chennai,Instagram,Android
4993,13-03-2025,Mumbai,Referral,Android
4994,23-10-2025,Pune,Instagram,Android
4995,24-08-2025,Chennai,Facebook,Android
4996,25-02-2025,Chennai,Instagram,iOS
4997,26-12-2025,Chennai,Instagram,Android
4998,20-04-2025,Delhi,Referral,Android
4999,11-07-2025,Delhi,Instagram,Android
5000,03-04-2025,Chennai,Instagram,Android
5001,16-12-2025,Hyderabad,Instagram,Android
5002,25-02-2025,Chennai,Facebook,Android
5003,01-03-2025,Bengaluru,Facebook,Android
5004,18-05-2025,Chennai,Instagram,iOS
5005,08-02-2025,Delhi,Instagram,Android
5006,28-01-2025,Delhi,Google Ads,iOS
5007,18-02-2025,Bengaluru,Google Ads,iOS
5008,05-05-2025,Bengaluru,Organic Search,Android
5009,13-01-2025,Mumbai,Referral,Android
5010,05-02-2025,Hyderabad,Facebook,Android
5011,11-04-2025,Hyderabad,Google Ads,Android
5012,09-10-2025,Hyderabad,Referral,Android
5013,27-03-2025,Pune,Organic Search,Android
5014,04-01-2025,Delhi,Facebook,iOS
5015,11-08-2025,Hyderabad,Referral,Android
5016,04-12-2025,Mumbai,Referral,Android
5017,15-06-2025,Mumbai,Facebook,Android
5018,10-12-2025,Hyderabad,Google Ads,Android
5019,05-10-2025,Bengaluru,Referral,iOS
5020,10-05-2025,Mumbai,Instagram,Android
5021,31-01-2025,Bengaluru,Referral,Android
5022,11-01-2025,Delhi,Organic Search,iOS
5023,29-10-2025,Pune,Organic Search,iOS
5024,06-04-2025,Mumbai,Google Ads,iOS
5025,09-07-2025,Bengaluru,Instagram,iOS
5026,11-07-2025,Hyderabad,Instagram,Android
5027,23-09-2025,Delhi,Referral,Android
5028,08-05-2025,Chennai,Organic Search,Android
5029,26-08-2025,Chennai,Facebook,Android
5030,21-12-2025,Hyderabad,Instagram,Android
5031,22-04-2025,Delhi,Organic Search,iOS
5032,12-11-2025,Delhi,Organic Search,Android
5033,09-12-2025,Delhi,Google Ads,iOS
5034,25-05-2025,Delhi,Facebook,Android
5035,06-03-2025,Chennai,Referral,Android
5036,04-09-2025,Bengaluru,Referral,Android
5037,11-08-2025,Delhi,Organic Search,Android
5038,09-11-2025,Bengaluru,Instagram,Android
5039,16-04-2025,Delhi,Facebook,Android
5040,30-06-2025,Mumbai,Facebook,Android
5041,03-07-2025,Pune,Organic Search,iOS
5042,14-08-2025,Mumbai,Organic Search,Android
5043,22-09-2025,Pune,Organic Search,Android
5044,05-10-2025,Mumbai,Google Ads,Android
5045,30-03-2025,Delhi,Organic Search,Android
5046,25-06-2025,Bengaluru,Google Ads,iOS
5047,18-01-2025,Pune,Google Ads,Android
5048,16-04-2025,Chennai,Instagram,iOS
5049,28-09-2025,Hyderabad,Organic Search,Android
5050,15-11-2025,Pune,Organic Search,Android
5051,16-06-2025,Pune,Instagram,iOS
5052,13-01-2025,Chennai,Instagram,iOS
5053,03-12-2025,Delhi,Organic Search,iOS
5054,01-02-2025,Mumbai,Facebook,Android
5055,09-02-2025,Mumbai,Organic Search,Android
5056,28-05-2025,Bengaluru,Instagram,Android
5057,06-08-2025,Delhi,Instagram,iOS
5058,07-08-2025,Chennai,Google Ads,iOS
5059,23-03-2025,Delhi,Instagram,Android
5060,29-11-2025,Delhi,Instagram,Android
5061,27-07-2025,Mumbai,Instagram,Android
5062,20-07-2025,Chennai,Instagram,Android
5063,28-11-2025,Hyderabad,Instagram,Android
5064,07-02-2025,Pune,Organic Search,Android
5065,30-07-2025,Mumbai,Instagram,iOS
5066,23-11-2025,Chennai,Google Ads,Android
5067,06-09-2025,Bengaluru,Organic Search,Android
5068,15-08-2025,Pune,Facebook,Android
5069,17-02-2025,Pune,Facebook,Android
5070,18-01-2025,Mumbai,Referral,Android
5071,22-10-2025,Bengaluru,Organic Search,iOS
5072,15-07-2025,Mumbai,Organic Search,Android
5073,06-07-2025,Delhi,Facebook,Android
5074,11-12-2025,Chennai,Organic Search,iOS
5075,12-08-2025,Bengaluru,Google Ads,Android
5076,14-11-2025,Pune,Instagram,Android
5077,31-12-2025,Mumbai,Organic Search,Android
5078,03-12-2025,Pune,Google Ads,Android
5079,17-08-2025,Bengaluru,Organic Search,Android
5080,18-03-2025,Pune,Instagram,Android
5081,07-07-2025,Mumbai,Google Ads,iOS
5082,12-12-2025,Mumbai,Organic Search,Android
5083,27-09-2025,Hyderabad,Instagram,Android
5084,05-04-2025,Pune,Organic Search,Android
5085,06-11-2025,Hyderabad,Organic Search,Android
5086,12-05-2025,Hyderabad,Organic Search,Android
5087,08-02-2025,Pune,Facebook,iOS
5088,13-03-2025,Bengaluru,Facebook,Android
5089,08-10-2025,Delhi,Organic Search,Android
5090,29-11-2025,Mumbai,Referral,iOS
5091,09-06-2025,Chennai,Facebook,Android
5092,06-07-2025,Hyderabad,Organic Search,Android
5093,10-07-2025,Bengaluru,Facebook,Android
5094,30-04-2025,Pune,Organic Search,Android
5095,08-08-2025,Bengaluru,Instagram,Android
5096,22-02-2025,Bengaluru,Instagram,Android
5097,10-08-2025,Pune,Google Ads,Android
5098,11-05-2025,Chennai,Google Ads,Android
5099,25-08-2025,Pune,Referral,Android
5100,03-09-2025,Chennai,Instagram,Android
5101,14-08-2025,Pune,Organic Search,Android
5102,27-07-2025,Hyderabad,Google Ads,Android
5103,06-04-2025,Chennai,Google Ads,Android
5104,19-07-2025,Hyderabad,Instagram,Android
5105,04-09-2025,Chennai,Facebook,Android
5106,13-03-2025,Chennai,Instagram,Android
5107,14-11-2025,Pune,Instagram,Android
5108,04-07-2025,Chennai,Referral,Android
5109,06-01-2025,Hyderabad,Instagram,iOS
5110,25-07-2025,Pune,Instagram,Android
5111,01-02-2025,Mumbai,Referral,iOS
5112,09-04-2025,Hyderabad,Instagram,iOS
5113,13-09-2025,Mumbai,Google Ads,iOS
5114,06-07-2025,Bengaluru,Instagram,iOS
5115,17-03-2025,Pune,Google Ads,Android
5116,26-06-2025,Bengaluru,Facebook,Android
5117,11-11-2025,Pune,Instagram,Android
5118,14-10-2025,Pune,Organic Search,Android
5119,15-12-2025,Hyderabad,Organic Search,Android
5120,12-09-2025,Mumbai,Instagram,Android
5121,21-11-2025,Pune,Organic Search,Android
5122,09-07-2025,Mumbai,Instagram,Android
5123,04-11-2025,Pune,Instagram,Android
5124,11-12-2025,Mumbai,Instagram,Android
5125,07-05-2025,Bengaluru,Google Ads,Android
5126,14-10-2025,Hyderabad,Facebook,iOS
5127,11-09-2025,Pune,Google Ads,iOS
5128,01-08-2025,Delhi,Organic Search,iOS
5129,07-09-2025,Mumbai,Referral,Android
5130,25-03-2025,Mumbai,Google Ads,iOS
5131,13-01-2025,Delhi,Referral,Android
5132,14-02-2025,Hyderabad,Organic Search,iOS
5133,07-05-2025,Mumbai,Instagram,Android
5134,24-04-2025,Hyderabad,Google Ads,Android
5135,03-10-2025,Mumbai,Google Ads,Android
5136,24-07-2025,Chennai,Google Ads,Android
5137,03-12-2025,Mumbai,Google Ads,Android
5138,30-09-2025,Chennai,Google Ads,Android
5139,27-02-2025,Pune,Facebook,Android
5140,24-11-2025,Hyderabad,Facebook,Android
5141,07-08-2025,Mumbai,Facebook,Android
5142,19-04-2025,Bengaluru,Instagram,Android
5143,06-10-2025,Bengaluru,Google Ads,Android
5144,23-06-2025,Delhi,Google Ads,Android
5145,24-11-2025,Bengaluru,Google Ads,Android
5146,21-09-2025,Chennai,Organic Search,Android
5147,11-11-2025,Bengaluru,Google Ads,Android
5148,21-04-2025,Bengaluru,Instagram,Android
5149,06-07-2025,Bengaluru,Google Ads,Android
5150,26-09-2025,Mumbai,Organic Search,iOS
5151,17-08-2025,Delhi,Referral,iOS
5152,05-06-2025,Hyderabad,Google Ads,Android
5153,08-07-2025,Delhi,Instagram,Android
5154,29-09-2025,Chennai,Google Ads,Android
5155,02-01-2025,Mumbai,Facebook,Android
5156,03-09-2025,Pune,Organic Search,Android
5157,29-07-2025,Mumbai,Facebook,iOS
5158,13-10-2025,Bengaluru,Facebook,Android
5159,25-12-2025,Bengaluru,Google Ads,Android
5160,13-01-2025,Chennai,Google Ads,Android
5161,06-04-2025,Pune,Organic Search,Android
5162,09-08-2025,Mumbai,Google Ads,Android
5163,26-08-2025,Pune,Organic Search,Android
5164,04-04-2025,Hyderabad,Google Ads,Android
5165,04-12-2025,Delhi,Instagram,Android
5166,26-09-2025,Mumbai,Facebook,Android
5167,20-06-2025,Pune,Instagram,iOS
5168,04-04-2025,Hyderabad,Instagram,iOS
5169,29-05-2025,Hyderabad,Google Ads,iOS
5170,22-04-2025,Delhi,Referral,Android
5171,24-02-2025,Hyderabad,Google Ads,Android
5172,03-12-2025,Chennai,Instagram,iOS
5173,26-04-2025,Hyderabad,Facebook,Android
5174,23-05-2025,Pune,Google Ads,Android
5175,20-07-2025,Chennai,Organic Search,Android
5176,29-06-2025,Hyderabad,Google Ads,Android
5177,21-07-2025,Bengaluru,Referral,Android
5178,30-12-2025,Hyderabad,Instagram,Android
5179,22-02-2025,Chennai,Referral,Android
5180,29-06-2025,Hyderabad,Referral,Android
5181,09-11-2025,Hyderabad,Organic Search,Android
5182,04-11-2025,Hyderabad,Instagram,Android
5183,17-05-2025,Chennai,Google Ads,Android
5184,01-07-2025,Hyderabad,Facebook,Android
5185,01-01-2025,Delhi,Instagram,Android
5186,13-02-2025,Pune,Google Ads,Android
5187,15-08-2025,Delhi,Organic Search,Android
5188,27-11-2025,Chennai,Google Ads,Android
5189,08-04-2025,Bengaluru,Organic Search,Android
5190,27-07-2025,Delhi,Instagram,Android
5191,22-09-2025,Pune,Referral,Android
5192,15-10-2025,Mumbai,Facebook,Android
5193,28-09-2025,Pune,Google Ads,iOS
5194,20-05-2025,Delhi,Organic Search,Android
5195,25-08-2025,Mumbai,Instagram,Android
5196,13-03-2025,Chennai,Organic Search,Android
5197,04-06-2025,Pune,Facebook,iOS
5198,09-07-2025,Bengaluru,Instagram,Android
5199,25-09-2025,Mumbai,Organic Search,Android
5200,17-11-2025,Mumbai,Google Ads,iOS
5201,17-04-2025,Pune,Organic Search,Android
5202,20-08-2025,Delhi,Google Ads,Android
5203,11-02-2025,Mumbai,Organic Search,Android
5204,09-07-2025,Chennai,Facebook,Android
5205,19-05-2025,Pune,Instagram,Android
5206,13-04-2025,Chennai,Facebook,Android
5207,20-06-2025,Pune,Instagram,iOS
5208,17-12-2025,Chennai,Google Ads,Android
5209,30-09-2025,Delhi,Instagram,Android
5210,09-08-2025,Pune,Instagram,Android
5211,01-08-2025,Bengaluru,Instagram,iOS
5212,07-12-2025,Delhi,Google Ads,Android
5213,25-02-2025,Chennai,Google Ads,iOS
5214,08-12-2025,Pune,Google Ads,Android
5215,12-04-2025,Delhi,Instagram,iOS
5216,11-07-2025,Chennai,Facebook,Android
5217,06-11-2025,Hyderabad,Referral,iOS
5218,19-07-2025,Hyderabad,Google Ads,Android
5219,21-08-2025,Mumbai,Organic Search,Android
5220,15-08-2025,Bengaluru,Facebook,Android
5221,19-05-2025,Hyderabad,Referral,Android
5222,10-12-2025,Chennai,Instagram,Android
5223,01-11-2025,Delhi,Instagram,iOS
5224,29-05-2025,Pune,Organic Search,Android
5225,25-04-2025,Delhi,Organic Search,Android
5226,04-03-2025,Mumbai,Instagram,Android
5227,14-04-2025,Delhi,Google Ads,Android
5228,05-12-2025,Hyderabad,Facebook,iOS
5229,25-12-2025,Delhi,Facebook,iOS
5230,05-06-2025,Hyderabad,Organic Search,iOS
5231,30-09-2025,Hyderabad,Instagram,Android
5232,06-01-2025,Bengaluru,Google Ads,Android
5233,27-05-2025,Mumbai,Instagram,Android
5234,03-07-2025,Chennai,Google Ads,Android
5235,28-01-2025,Hyderabad,Instagram,iOS
5236,07-02-2025,Pune,Organic Search,Android
5237,29-04-2025,Mumbai,Google Ads,Android
5238,20-10-2025,Chennai,Organic Search,Android
5239,01-09-2025,Pune,Instagram,Android
5240,09-03-2025,Delhi,Instagram,Android
5241,02-08-2025,Mumbai,Instagram,iOS
5242,06-08-2025,Pune,Google Ads,Android
5243,26-06-2025,Mumbai,Organic Search,iOS
5244,26-10-2025,Mumbai,Google Ads,Android
5245,13-06-2025,Delhi,Instagram,Android
5246,27-02-2025,Delhi,Instagram,Android
5247,26-09-2025,Mumbai,Instagram,Android
5248,04-11-2025,Pune,Referral,Android
5249,27-02-2025,Bengaluru,Google Ads,Android
5250,15-10-2025,Hyderabad,Referral,Android
5251,15-04-2025,Delhi,Facebook,Android
5252,16-08-2025,Bengaluru,Instagram,Android
5253,04-09-2025,Delhi,Instagram,Android
5254,07-07-2025,Mumbai,Referral,iOS
5255,24-03-2025,Bengaluru,Referral,iOS
5256,05-07-2025,Pune,Google Ads,Android
5257,09-09-2025,Pune,Instagram,Android
5258,21-12-2025,Chennai,Instagram,Android
5259,26-08-2025,Hyderabad,Instagram,Android
5260,26-12-2025,Hyderabad,Instagram,Android
5261,03-07-2025,Delhi,Instagram,Android
5262,11-10-2025,Hyderabad,Google Ads,Android
5263,29-07-2025,Chennai,Instagram,Android
5264,31-10-2025,Pune,Instagram,iOS
5265,23-10-2025,Bengaluru,Organic Search,Android
5266,07-04-2025,Bengaluru,Facebook,Android
5267,27-07-2025,Pune,Organic Search,Android
5268,17-05-2025,Mumbai,Google Ads,Android
5269,03-07-2025,Pune,Facebook,Android
5270,17-03-2025,Bengaluru,Instagram,iOS
5271,14-10-2025,Delhi,Facebook,Android
5272,22-05-2025,Chennai,Instagram,Android
5273,25-08-2025,Pune,Instagram,Android
5274,25-01-2025,Mumbai,Organic Search,Android
5275,17-10-2025,Delhi,Facebook,Android
5276,08-03-2025,Pune,Organic Search,Android
5277,07-09-2025,Delhi,Google Ads,Android
5278,28-04-2025,Pune,Google Ads,Android
5279,14-03-2025,Delhi,Google Ads,Android
5280,09-10-2025,Hyderabad,Referral,Android
5281,26-12-2025,Delhi,Facebook,Android
5282,10-01-2025,Hyderabad,Organic Search,Android
5283,30-07-2025,Bengaluru,Instagram,Android
5284,19-11-2025,Hyderabad,Referral,iOS
5285,01-06-2025,Delhi,Google Ads,Android
5286,05-01-2025,Chennai,Instagram,Android
5287,14-07-2025,Chennai,Google Ads,iOS
5288,10-10-2025,Bengaluru,Google Ads,Android
5289,23-04-2025,Delhi,Instagram,Android
5290,28-09-2025,Hyderabad,Instagram,Android
5291,12-06-2025,Chennai,Google Ads,Android
5292,15-04-2025,Pune,Google Ads,Android
5293,30-06-2025,Mumbai,Google Ads,Android
5294,13-02-2025,Delhi,Instagram,Android
5295,09-10-2025,Pune,Instagram,Android
5296,24-06-2025,Pune,Organic Search,Android
5297,11-06-2025,Delhi,Organic Search,iOS
5298,17-12-2025,Mumbai,Google Ads,iOS
5299,06-12-2025,Chennai,Organic Search,Android
5300,20-05-2025,Mumbai,Facebook,Android
5301,12-05-2025,Bengaluru,Instagram,Android
5302,28-03-2025,Hyderabad,Instagram,Android
5303,25-06-2025,Hyderabad,Organic Search,iOS
5304,02-07-2025,Pune,Facebook,Android
5305,09-05-2025,Chennai,Organic Search,Android
5306,03-09-2025,Mumbai,Organic Search,Android
5307,30-03-2025,Pune,Google Ads,Android
5308,07-03-2025,Delhi,Instagram,Android
5309,07-06-2025,Pune,Instagram,Android
5310,29-05-2025,Delhi,Instagram,Android
5311,06-12-2025,Delhi,Instagram,iOS
5312,26-04-2025,Bengaluru,Google Ads,Android
5313,02-08-2025,Bengaluru,Instagram,iOS
